year,title,class,filename,url
2024,DeLiVoTr: Deep and light-weight voxel transformer for 3D object detection,UNCLASSIFIED,DeLiVoTr- Deep and Light-weight Voxel Transformer for 3D Object Detection.pdf,https://pdf.sciencedirectassets.com/779210/1-s2.0-S2667305324X00022/1-s2.0-S2667305324000371/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEID%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJIMEYCIQCi%2Bp8kVNUTn2ArfV%2FwwmPXrqdcxFYK%2Fw86D4hCiPp%2BfAIhAJu1468gJJNQq1HdXRgme1n2lFyD9Y6SLyXxzBY818KYKrMFCEkQBRoMMDU5MDAzNTQ2ODY1IgwRmk1OqZGG3TXT6YIqkAWAf1WSjqHej0WE96NiQZDwlIfCc5vBWqSbYPreaGszzny8QC%2FaH1r59s5iQ33JEHT015%2FIEuD%2FPz%2FlZXs%2Figass%2FmjotK2%2BBttCo4TvqxF3San3IZ6b71i7u%2B%2BwFPCqp2QErf%2FhTsqcgSyQhs30m6L7F7d8xOB%2F5w7fKdzbm7VrhRR9VbCVLTw2mXiatGnXMo41hzwKdMarVhzc4qZWWkSK2MFwb9aEaY6P6M9%2FGSGUuahw7xGLsQ%2FTRtHXvv4oZsqzNSyDT77NbzmrlIVcet1%2FEh8dbtpwa%2FuR6soNOht1o%2BznIYqPLBJleIHRipMoulOkB%2BQ91x7voaJqit5v%2B%2Fbs036ZnI8vTyxbgZiIre2nkl3E9Rx5lz3Cn8L6rhKTi%2BNbaiXvNSBplyOx7PnVBbrkWmAT00RR%2Br9MALDzAeUrKkB0jVmjMWQtTQ3GN%2Bpk5c6kjcf0sEK3iGa1xehe%2FH157NMHX%2BiBFrA6A7Qv2YEVkQ9NKPje7ZiJoKHJ2ed%2BNi0VZ6eP3gxy0ZcUKT4eUblcb48CAVQKJgEtHMKveUiC1WSMB6AFVp8UuaPNhn%2Bq0XmWztFX0800%2BvBK0gD7ZSLMIDzVs8NdJ1Wyo86LpvW1wWy0aXVABHYGHbTYJQNkWzxuPUMpqYs4SJE7yCdJ6bHhOd27A1q3IrtRSUebH8F16PIHKjX4w%2BTu%2FnpcskrHN7PJQjxErB4ZcU75zzqNbeqCUK%2FqJaQ%2FhHrpkByYXinSb2scj%2BJ2xSW%2B4lwu3PuaNKJhdl2nwAzCqNHzvRZKM4pIleW5iZC9C1hBG0%2BqEtwyQyn7B8gDZGvfUldg4XA%2F3RV5RP4y5hxWsYCdx5DQ0dWFCNa8jykt%2BXsgYoUJSyqyjDzte%2FKBjqwAbFg%2FCbsGHKUqP8Gv9EToJgzg%2B2PRd3kecoboKAhRO2isDzPOnqlfaVzTvxGsV2tqSM4pI%2BAE%2B2MdLeZEWPaiNVkTsQ6DSosEETPCA0mjDmdBYjZ86Bc95oAIbyX3X6vxY4xvOI1S%2BYb8LauVXuAAetuonSOTdbm0YtbDaow1IiLpArX8FwhaUJ3yQ5Bk6s4JW8BY8LVGf%2FEf%2B1HHmGaFhRgHAJlN8ijViWcMh%2FiNRxw&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260105T164628Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY7G2CLOJV%2F20260105%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=80199c8900e852aaed7eb21869b0579dc266aae747276605c215c12dc1a8d51d&hash=cd939ad527cb9ae6286112db165cdefb775b0eef2015f7e763e2421f5ef419e3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S2667305324000371&tid=spdf-c9fdabc4-2f77-4ed0-b7f7-771120a921f9&sid=8f303b0597ac424c513bfe300157d800b0a8gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=1b165b055955505500&rr=9b9473b15acf147f&cc=us
2024,Density Adaptive Attention is All You Need: Robust Parameter-Efficient Fine-Tuning Across Multiple Modalities,UNCLASSIFIED,Density Adaptive Attention is All You Need- Robust Parameter-Efficient Fine-Tuning Across Multiple Modalities.pdf,https://arxiv.org/pdf/2401.11143.pdf
2024,Evolutionary Test-Time Compute,UNCLASSIFIED,Evolutionary Test-Time Compute.pdf,https://jeremyberman.substack.com/p/how-i-got-a-record-536-on-arc-agi
2024,Generalized Planning for the Abstraction and Reasoning Corpus (GPAR),UNCLASSIFIED,Generalized Planning for the Abstraction and Reasoning Corpus (GPAR).pdf,https://arxiv.org/pdf/2401.07426.pdf
2024,Generative Verifiers: Reward Modeling as Next-Token Prediction,UNCLASSIFIED,Generative Verifiers- Reward Modeling as Next-Token Prediction.pdf,https://neurips.cc/virtual/2024/104300
2024,Grokking Modular Polynomials,UNCLASSIFIED,Grokking Modular Polynomials.pdf,https://arxiv.org/pdf/2406.03495.pdf
2024,H-ARC: A Robust Estimate of Human Performance on the Abstraction and Reasoning Corpus Benchmark,UNCLASSIFIED,H-ARC- A Robust Estimate of Human Performance on the Abstraction and Reasoning Corpus Benchmark.pdf,https://arxiv.org/pdf/2409.01374.pdf
2024,HallusionBench: An Advanced Diagnostic Suite for Entangled Language Hallucination and Visual Illusion,UNCLASSIFIED,HallusionBench- An Advanced Diagnostic Suite for Entangled Language Hallucination and Visual Illusion.pdf,https://arxiv.org/pdf/2310.14566.pdf
2024,Interactive4D: Interactive 4D LiDAR Segmentation,UNCLASSIFIED,Interactive4D- Interactive 4D LiDAR Segmentation.pdf,https://arxiv.org/pdf/2410.08206.pdf
2024,Learning Iterative Reasoning through Energy Diffusion,UNCLASSIFIED,Learning Iterative Reasoning through Energy Diffusion.pdf,https://arxiv.org/pdf/2406.11179.pdf
2024,Length Generalization of Causal Transformers without Position Encoding,UNCLASSIFIED,Length Generalization of Causal Transformers without Position Encoding.pdf,https://arxiv.org/pdf/2404.12224.pdf
2024,Length-Controlled AlpacaEval,UNCLASSIFIED,Length-Controlled AlpacaEval.pdf,https://arxiv.org/pdf/2404.04475.pdf
2024,LieRE: Lie Rotational Positional Encodings,UNCLASSIFIED,LieRE- Lie Rotational Positional Encodings.pdf,https://arxiv.org/pdf/2406.10322.pdf
2024,"LiveBench: A Challenging, Contamination-Free LLM Benchmark",UNCLASSIFIED,"LiveBench- A Challenging, Contamination-Free LLM Benchmark.pdf",https://arxiv.org/pdf/2406.19314.pdf
2024,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,UNCLASSIFIED,LongRoPE- Extending LLM Context Window Beyond 2 Million Tokens.pdf,https://arxiv.org/pdf/2402.13753.pdf
2024,LookHere: Vision Transformers with Directed Attention Generalize and Extrapolate,UNCLASSIFIED,LookHere- Vision Transformers with Directed Attention Generalize and Extrapolate.pdf,https://arxiv.org/pdf/2405.13985.pdf
2024,Lorentz-Equivariant Geometric Algebra Transformers for High-Energy Physics,UNCLASSIFIED,Lorentz-Equivariant Geometric Algebra Transformers for High-Energy Physics.pdf,https://arxiv.org/pdf/2405.14806.pdf
2024,MM-Vet v2,UNCLASSIFIED,MM-Vet v2.pdf,https://arxiv.org/pdf/2408.00765.pdf
2024,MMLU-Pro: A More Robust and Challenging Multi-Task Language Understanding Benchmark,UNCLASSIFIED,MMLU-Pro- A More Robust and Challenging Multi-Task Language Understanding Benchmark.pdf,https://arxiv.org/pdf/2406.01574.pdf
2024,Mesa-Extrapolation: A Weave Position Encoding Method for Enhanced Extrapolation in LLMs,UNCLASSIFIED,Mesa-Extrapolation- A Weave Position Encoding Method for Enhanced Extrapolation in LLMs.pdf,https://arxiv.org/pdf/2410.15859.pdf
2024,RETRO-style retrieval-augmented pretraining and variants,UNCLASSIFIED,RETRO-style retrieval-augmented pretraining and variants.pdf,https://arxiv.org/pdf/2112.04426.pdf
2024,RULER: What's the Real Context Size of Your Long-Context Language Models?,UNCLASSIFIED,RULER- What's the Real Context Size of Your Long-Context Language Models-.pdf,https://arxiv.org/pdf/2404.06654.pdf
2024,Resonance RoPE: Improving Context Length Generalization of Large Language Models,UNCLASSIFIED,Resonance RoPE- Improving Context Length Generalization of Large Language Models.pdf,https://arxiv.org/pdf/2403.00071.pdf
2024,"Rewarding Progress: Scaling Automated Process Verifiers for LLM Reasoning (PAV / ""progress rewards"")",UNCLASSIFIED,Rewarding Progress- Scaling Automated Process Verifiers for LLM Reasoning (PAV - -progress rewards-).pdf,https://arxiv.org/pdf/2410.08146.pdf
2024,RoTHP: Rotary Position Embedding-based Transformer Hawkes Process,UNCLASSIFIED,RoTHP- Rotary Position Embedding-based Transformer Hawkes Process.pdf,https://arxiv.org/pdf/2405.06985.pdf
2024,Rotary Position Embedding for Vision Transformer (RoPE‑Mixed),UNCLASSIFIED,Rotary Position Embedding for Vision Transformer (RoPE‑Mixed).pdf,https://arxiv.org/pdf/2403.13298.pdf
2024,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,UNCLASSIFIED,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters.pdf,https://arxiv.org/pdf/2408.03314.pdf
2024,Searching Latent Program Spaces,UNCLASSIFIED,Searching Latent Program Spaces.pdf,https://arxiv.org/pdf/2411.08706.pdf
2024,Teaching Transformers Modular Arithmetic at Scale,UNCLASSIFIED,Teaching Transformers Modular Arithmetic at Scale.pdf,https://www.arxiv.org/pdf/2410.03569v1.pdf
2024,Test-Time Training on Nearest Neighbors for Large Language Models,UNCLASSIFIED,Test-Time Training on Nearest Neighbors for Large Language Models.pdf,https://arxiv.org/pdf/2305.18466.pdf
2024,Towards Efficient Neurally-Guided Program Induction for ARC-AGI,UNCLASSIFIED,Towards Efficient Neurally-Guided Program Induction for ARC-AGI.pdf,https://arxiv.org/pdf/2411.17708.pdf
2024,VG4D: Vision-Language Model Goes 4D Video Recognition,UNCLASSIFIED,VG4D- Vision-Language Model Goes 4D Video Recognition.pdf,https://arxiv.org/pdf/2404.11605.pdf
2024,Video-MME: The First-Ever Comprehensive Evaluation Benchmark of Multi-modal LLMs in Video Analysis,UNCLASSIFIED,Video-MME- The First-Ever Comprehensive Evaluation Benchmark of Multi-modal LLMs in Video Analysis.pdf,https://arxiv.org/pdf/2405.21075.pdf
2024,What matters when building vision-language models? (Idefics2),UNCLASSIFIED,What matters when building vision-language models- (Idefics2).pdf,https://arxiv.org/pdf/2405.02246.pdf
2023,4D-Former: Multimodal 4D Panoptic Segmentation,UNCLASSIFIED,4D-Former- Multimodal 4D Panoptic Segmentation.pdf,https://arxiv.org/pdf/2311.01520.pdf
2023,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,UNCLASSIFIED,AGIEval- A Human-Centric Benchmark for Evaluating Foundation Models.pdf,https://arxiv.org/pdf/2304.06364.pdf
2023,Average-Hard Attention Transformers Are Threshold Circuits,UNCLASSIFIED,Average-Hard Attention Transformers Are Threshold Circuits.pdf,https://arxiv.org/pdf/2308.03212.pdf
2023,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Models,UNCLASSIFIED,BLIP-2- Bootstrapping Language-Image Pre-training with Frozen Models.pdf,https://arxiv.org/pdf/2301.12597.pdf
2023,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,UNCLASSIFIED,Direct Preference Optimization- Your Language Model is Secretly a Reward Model.pdf,https://arxiv.org/pdf/2305.18290.pdf
2023,Extending Context Window of Large Language Models via Positional Interpolation (PI),UNCLASSIFIED,Extending Context Window of Large Language Models via Positional Interpolation (PI).pdf,https://arxiv.org/pdf/2306.15595.pdf
2023,GAIA: a benchmark for General AI Assistants,UNCLASSIFIED,GAIA- a benchmark for General AI Assistants.pdf,https://arxiv.org/pdf/2311.12983.pdf
2023,GPQA: A Graduate-Level Google-Proof Q&A Benchmark,UNCLASSIFIED,GPQA- A Graduate-Level Google-Proof Q&A Benchmark.pdf,https://arxiv.org/pdf/2311.12022.pdf
2023,GPT-4 Technical Report,UNCLASSIFIED,GPT-4 Technical Report.pdf,https://arxiv.org/pdf/2303.08774.pdf
2023,Gemini: A Family of Highly Capable Multimodal Models,UNCLASSIFIED,Gemini- A Family of Highly Capable Multimodal Models.pdf,https://arxiv.org/pdf/2312.11805.pdf
2023,Graph of Thoughts (GoT),UNCLASSIFIED,Graph of Thoughts (GoT).pdf,https://arxiv.org/pdf/2308.09687.pdf
2023,Grokking Modular Arithmetic,UNCLASSIFIED,Grokking Modular Arithmetic.pdf,https://arxiv.org/pdf/2301.02679.pdf
2023,Instruction-Following Evaluation for Large Language Models (IFEval),UNCLASSIFIED,Instruction-Following Evaluation for Large Language Models (IFEval).pdf,https://arxiv.org/pdf/2311.07911.pdf
2023,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,UNCLASSIFIED,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena.pdf,https://arxiv.org/pdf/2306.05685.pdf
2023,Kosmos-1: Language Is Not All You Need,UNCLASSIFIED,Kosmos-1- Language Is Not All You Need.pdf,https://arxiv.org/pdf/2302.14045.pdf
2023,Language Agent Tree Search (LATS),UNCLASSIFIED,Language Agent Tree Search (LATS).pdf,https://arxiv.org/pdf/2310.04406.pdf
2023,"LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding",UNCLASSIFIED,"LongBench- A Bilingual, Multitask Benchmark for Long Context Understanding.pdf",https://arxiv.org/pdf/2308.14508.pdf
2023,MM-Vet: Evaluating Large Multimodal Models for Integrated Capabilities,UNCLASSIFIED,MM-Vet- Evaluating Large Multimodal Models for Integrated Capabilities.pdf,https://arxiv.org/pdf/2308.02490.pdf
2023,MMBench: Is Your Multi-modal Model an All-around Player?,UNCLASSIFIED,MMBench- Is Your Multi-modal Model an All-around Player-.pdf,https://arxiv.org/pdf/2307.06281.pdf
2023,MME: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models,UNCLASSIFIED,MME- A Comprehensive Evaluation Benchmark for Multimodal Large Language Models.pdf,https://arxiv.org/pdf/2306.13394.pdf
2023,MMMU: A Massive Multi-discipline Multimodal Understanding and Reasoning Benchmark for Expert AGI,UNCLASSIFIED,MMMU- A Massive Multi-discipline Multimodal Understanding and Reasoning Benchmark for Expert AGI.pdf,https://arxiv.org/pdf/2311.16502.pdf
2023,Mask4Former: Mask Transformer for 4D Panoptic Segmentation,UNCLASSIFIED,Mask4Former- Mask Transformer for 4D Panoptic Segmentation.pdf,https://arxiv.org/pdf/2309.16133.pdf
2023,MathVista: Evaluating Mathematical Reasoning of Foundation Models in Visual Contexts,UNCLASSIFIED,MathVista- Evaluating Mathematical Reasoning of Foundation Models in Visual Contexts.pdf,https://arxiv.org/pdf/2310.02255.pdf
2023,MiniGPT-4,UNCLASSIFIED,MiniGPT-4.pdf,https://arxiv.org/pdf/2304.10592.pdf
2023,"POPE (Polling-based Object Probing Evaluation) / ""Evaluating Object Hallucination in Large Vision-Language Models""",UNCLASSIFIED,POPE (Polling-based Object Probing Evaluation) - -Evaluating Object Hallucination in Large Vision-Language Models-.pdf,https://arxiv.org/pdf/2305.10355.pdf
2023,PaLM-E: An Embodied Multimodal Language Model,UNCLASSIFIED,PaLM-E- An Embodied Multimodal Language Model.pdf,https://arxiv.org/pdf/2303.03378.pdf
2023,Plan-and-Solve Prompting,UNCLASSIFIED,Plan-and-Solve Prompting.pdf,https://arxiv.org/pdf/2305.04091.pdf
2023,Reasoning with Language Model is Planning with World Model (RAP),UNCLASSIFIED,Reasoning with Language Model is Planning with World Model (RAP).pdf,https://arxiv.org/pdf/2305.14992.pdf
2023,Reflexion: Language Agents with Verbal Reinforcement Learning,UNCLASSIFIED,Reflexion- Language Agents with Verbal Reinforcement Learning.pdf,https://arxiv.org/pdf/2303.11366.pdf
2023,SWE-bench: Can Language Models Resolve Real-World GitHub Issues?,UNCLASSIFIED,SWE-bench- Can Language Models Resolve Real-World GitHub Issues-.pdf,https://arxiv.org/pdf/2310.06770.pdf
2023,Segment Anything,UNCLASSIFIED,Segment Anything.pdf,https://arxiv.org/pdf/2304.02643.pdf
2023,Self-Refine: Iterative Refinement with Self-Feedback,UNCLASSIFIED,Self-Refine- Iterative Refinement with Self-Feedback.pdf,https://arxiv.org/pdf/2303.17651.pdf
2023,Sigmoid Loss for Language Image Pre-Training,UNCLASSIFIED,Sigmoid Loss for Language Image Pre-Training.pdf,https://arxiv.org/pdf/2303.15343.pdf
2023,Spherical Position Encoding for Transformers,UNCLASSIFIED,Spherical Position Encoding for Transformers.pdf,https://arxiv.org/pdf/2310.04454.pdf
2023,The ConceptARC Benchmark: Evaluating Understanding and Generalization in the ARC Domain,UNCLASSIFIED,The ConceptARC Benchmark- Evaluating Understanding and Generalization in the ARC Domain.pdf,https://arxiv.org/pdf/2305.07141.pdf
2023,Toolformer: Language Models Can Teach Themselves to Use Tools,UNCLASSIFIED,Toolformer- Language Models Can Teach Themselves to Use Tools.pdf,https://arxiv.org/pdf/2302.04761.pdf
2023,Tree of Thoughts (ToT): Deliberate Problem Solving with Large Language Models,UNCLASSIFIED,Tree of Thoughts (ToT)- Deliberate Problem Solving with Large Language Models.pdf,https://arxiv.org/pdf/2305.10601.pdf
2023,Uni3DL: Unified Model for 3D and Language Understanding,UNCLASSIFIED,Uni3DL- Unified Model for 3D and Language Understanding.pdf,https://arxiv.org/pdf/2312.03026.pdf
2023,Visual Instruction Tuning,UNCLASSIFIED,Visual Instruction Tuning.pdf,https://arxiv.org/pdf/2304.08485.pdf
2023,VoxFormer: Sparse Voxel Transformer for Camera-based 3D Semantic Scene Completion,UNCLASSIFIED,VoxFormer- Sparse Voxel Transformer for Camera-based 3D Semantic Scene Completion.pdf,https://arxiv.org/pdf/2302.12251.pdf
2023,YaRN: Efficient Context Window Extension of Large Language Models,UNCLASSIFIED,YaRN- Efficient Context Window Extension of Large Language Models.pdf,https://arxiv.org/pdf/2309.00071.pdf
2022,A Length-Extrapolatable Transformer,UNCLASSIFIED,A Length-Extrapolatable Transformer.pdf,https://arxiv.org/pdf/2212.10554.pdf
2022,A-OKVQA: A Benchmark for VQA Using World Knowledge,UNCLASSIFIED,A-OKVQA- A Benchmark for VQA Using World Knowledge.pdf,https://arxiv.org/pdf/2206.01718.pdf
2022,BEVFormer: Learning Bird's-Eye-View Representation from Multi-Camera Images via Spatiotemporal Transformers,UNCLASSIFIED,BEVFormer- Learning Bird's-Eye-View Representation from Multi-Camera Images via Spatiotemporal Transformers.pdf,https://arxiv.org/pdf/2203.17270.pdf
2022,BIG-Bench Hard (BBH): Challenging BIG-Bench Tasks and Whether Chain-of-Thought Can Solve Them,UNCLASSIFIED,BIG-Bench Hard (BBH)- Challenging BIG-Bench Tasks and Whether Chain-of-Thought Can Solve Them.pdf,https://arxiv.org/pdf/2210.09261.pdf
2022,BLIP: Bootstrapping Language-Image Pre-training,UNCLASSIFIED,BLIP- Bootstrapping Language-Image Pre-training.pdf,https://arxiv.org/pdf/2201.12086.pdf
2022,Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models (BIG-bench),UNCLASSIFIED,Beyond the Imitation Game- Quantifying and extrapolating the capabilities of language models (BIG-bench).pdf,https://arxiv.org/pdf/2206.04615.pdf
2022,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,UNCLASSIFIED,ChartQA- A Benchmark for Question Answering about Charts with Visual and Logical Reasoning.pdf,https://arxiv.org/pdf/2203.10244.pdf
2022,CoCa: Contrastive Captioners,UNCLASSIFIED,CoCa- Contrastive Captioners.pdf,https://arxiv.org/pdf/2205.01917.pdf
