BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving.md	273	illustrated in Tab. 8, DriveWorld stands out by achieving new state-of-the-art planning results, reducing an 0.34m average L2 error and an average Collision rate of 0.12. These results surpass the prior best model, Un...
BIBLIOTHEQUE/03_COMP-REAS/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving/DriveWorld- 4D Pre-trained Scene Understanding via World Models for Autonomous Driving.md	281	We introduce DriveWorld, a world model-based 4D pretraining method for vision-centric autonomous driving. DriveWorld learns compact spatio-temporal BEV representations via a world model that predicts 3D occupancy base...
BIBLIOTHEQUE/03_COMP-REAS/End-to-End Test-Time Training for Long Context/End-to-End Test-Time Training for Long Context.md	391	This concept has a rich history in AI. A well-known example in NLP is dynamic evaluation, pioneered by Mikolov et al. [72] and extended by Krause et al. [60], which our Subsection 2.1 builds upon. In computer vision, ...
BIBLIOTHEQUE/03_COMP-REAS/End-to-End Test-Time Training for Long Context/End-to-End Test-Time Training for Long Context.md	413	Sequential applications, such as videos and robotics, offer a playground that bridges this difference. For example, [34] extended TTT with self-supervision to a manipulation policy whose input is a video stream of the...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	1	# X4D-SceneFormer: Enhanced Scene Understanding on 4D Point Cloud Videos through Cross-Modal Knowledge Transfer
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	13	The field of 4D point cloud understanding is rapidly developing with the goal of analyzing dynamic 3D point cloud sequences. However, it remains a challenging task due to the sparsity and lack of texture in point clou...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	17	Exploring point cloud sequences in 4D (integrating 3D space with 1D time) has garnered considerable interest in recent years (Fan and Kankanhalli 2021; Wen et al. 2022; Liu et al. 2022) due to their capacity to offer ...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	21	Figure 1: 4D Cross-Modal Knowledge Transfer. (a) Previous 4D point cloud analysis methods take point cloud only as their input. (b) Although cross-modal approaches enhance performance, they introduce extra computation...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	23	geometric information in 3D space, a facet particularly advantageous for real-world interactions. These attributes are pivotal for understanding 3D dynamic environments, including tasks like action recognition/segment...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	25	Previous works in 4D point cloud representation learning predominantly stem from extending existing 3D point cloud models (Fan and Kankanhalli 2021; Wen et al. 2022) to 4D, which involves incorporating additional temp...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	31	tasks demanding meticulous reasoning, such as 4D semantic segmentation and action segmentation. A plausible approach to address this limitation involves integrating supplementary texture information from RGB images to...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	35	The proposed framework, X4D-SceneFormer, takes multi-modal data (i.e., 4D point cloud, RGB sequences) as input during training, and achieves superior performance using only point cloud data during inference. Specifica...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	39	- *Generality:* We propose X4D-SceneFormer, the first cross-modal knowledge transfer architecture for 4D point cloud understanding, where arbitrary point-based models can be easily integrated into this framework for c...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	42	- former, to enhance knowledge transfer for the point cloud model. Notably, these techniques are only applied during training, ensuring that the point cloud model can be independently deployed during inference.
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	43	- *Effectiveness:* Extensive experiments on three tasks show that our method outperforms previous state-of-the-art methods by a large margin. This highlights the superiority of our approach in 4D point cloud understan...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	47	## **Image-based Video Analysis**
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	49	Previous image-based video analysis approaches (Crasto et al. 2019) extract the global feature via RNN or 1D CNN (Lea et al. 2017). After that, the following works enhance the performance through using two-stream netw...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	51	#### **4D Point Cloud Processing**
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	53	There are two mainstreams for 4D Point cloud video modeling: (1) voxel-based and (2) points-based approaches. Voxelbased methods first convert 4D point cloud into 2D voxel sequences, subsequently leveraging 3D convolu...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	57	Figure 2: The architecture of X4D-SceneFormer and GIT. (a) During the training phase, X4D-SceneFormer takes both image sequence and 4D point cloud as input, where the dual branches independently extract representation...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	59	point cloud inputs, ignoring rich texture and motion information in 2D images.
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	63	Given that point cloud and images are capable of capturing distinct and complementary information pertaining to a scene, significant endeavors (Yan et al. 2022; Afham et al. 2022) have been undertaken to integrate mul...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	67	In this paper, we introduce a novel cross-modality knowledge transfer approach that employs texture and motion priors to assist 4D point cloud analysis. As shown in Figure 2,
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	69	our architecture consists of two branches, where the upper branch takes the normal 4D point cloud analysis model as the backbone while the other exploits extra RGB sequence to extract the prior knowledge. After that, ...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	73	The task of 4D point cloud analysis takes a point cloud video consisting of T frames with N points as input, which can be denoted as $\mathcal{P} \in \mathbb{R}^{T \times N \times 3}$ . Typically, there are three main...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	83	where the former two segmentation tasks perform classification on point and frame levels respectively, and the recognition task identify single action for the whole video.
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	91	During the inference, the 4D point cloud model can be independently deployed and the formulation keeps the same as Eqn. (1).
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	97	#### **4D Point Cloud Architecture**
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	99	The architecture of the 4D point cloud model (Point Backbone) is illustrated in the left section of Figure 2. Following the previous works (Fan and Kankanhalli 2021), We adopt point 4D convolution (P4Conv) as the enco...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	105	**Gradient-aware feature encoding.** Inspired by previous work (Xiao et al. 2022) exploiting temporal gradient (TG) to encode the sequential features, we first generate TGs as an extra input for the GIT. The formulati...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	119	**Temporal-aware contrastive.** To improve the differentiation between various actions within a single sequence and address over-segmentation challenges in action segmentation tasks, we exploit a temporal-aware superv...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	145	Figure 4: Visualization of GT generation for segmentation. Since the 2D segmentation ground truths are not available in HOI4D dataset, we gain the the 2D labels through projecting the point cloud labels onto the image.
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	159	To transfer the texture and gradient-aware knowledge from GIT to the 4D point cloud model, we design a cross-modal Transformer to fuse the knowledge from two modalities. First, to ensure temporal consistency between t...
BIBLIOTHEQUE/03_COMP-REAS/Enhanced Scene Understanding on 4D Point Cloud/Enhanced Scene Understanding on 4D Point Cloud.md	173	**Total loss functions.** We denote $\mathcal{L}^P$ and $\mathcal{L}^I$ as the task supervision on the point cloud and image heads. The final loss can be described as:
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	48	Finally, we propose a new metric for evaluating a prompting strategy, the *volume of a thought* (contribution #5). With this metric, we aim to understand better the differences between prompting schemes. For a given t...
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	202	## **6** The Latency-Volume Tradeoff
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	204	We now show that GoT improves upon previous prompting schemes in terms of the tradeoff between latency (number of hops in the graph of thoughts to reach a given final thought) and *volume*. We define volume – for a gi...
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	206	the number of preceding LLM thoughts that could have impacted t. Formally, the volume of t is the number of thoughts from which there exists a path to t in the graph of thoughts. We assume that outputting a single tho...
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	210	The analysis is detailed in Table 2. CoT offers a large volume of up to N, but at the cost of a high latency of N. CoTSC reduces the latency by a factor of k (which corresponds to its branching factor), but it simulta...
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	212	| Scheme | Latency | Volume |
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	219	Table 2: Comparison of prompting schemes, with respect to their fundamental tradeoff between latency and volume. **GoT offers the best tradeoff.**
BIBLIOTHEQUE/03_COMP-REAS/Graph of Thoughts (GoT)/Graph of Thoughts (GoT).md	299	GoT outperforms other prompting schemes, for example ensuring 62% increase in the quality of sorting over ToT, while simultaneously reducing costs by >31%. We also propose a novel metric for a prompting scheme, the vo...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	11	## An implicit factorized transformer with applications to fast prediction of three-dimensional turbulence
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	30	Transformer has achieved remarkable results in various fields, including its application in modeling dynamic systems governed by partial differential equations. However, transformer still face challenges in achieving ...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	36	incorporating self-attention, cross-attention, and a series of point-wise multilayer perceptrons (MLPs). Hao et al. [28] designed a general neural operator transformer capable of flexibly encoding different types of i...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	38	In this paper, we propose an implicit factorized transformer (IFact-Former) model for fast prediction of three-dimensional homogeneous isotropic turbulence (HIT). IFactFormer enables stable training at greater depths ...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	46	- 2. Problem statement. This section briefly introduces the three-dimensional incompressible Navier-Stokes equations and outlines the learning objectives of the neural operator.
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	129	4. Numerical results of three-dimensional homogeneous isotropic turbulence. In this research, we assess the performance of the IFactFormer method in simulating three-dimensional incompressible HIT, comparing it with F...
BIBLIOTHEQUE/03_COMP-REAS/Implicit Factorized Transformer (IFactFormer)/Implicit Factorized Transformer (IFactFormer).md	210	5. Conclusion. In this paper, we introduce an IFactFormer model, which enables stable training at greater loops through implicit iteration over factorized attention. We compare the IFactFormer model to the FNO, FactFo...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	3	# LeaF: Learning Frames for 4D Point Cloud Sequence Understanding
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	9	We focus on learning descriptive geometry and motion features from 4D point cloud sequences in this work. Existing works usually develop generic 4D learning tools without leveraging the prior that a 4D sequence comes ...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	13	We have recently witnessed a surge of interest in understanding point cloud sequences in 4D (3D space + 1D time). As the direct sensory input in a large number of modern AI applications including robotics and AR/VR, p...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	15	However, learning on such 4D data is very challenging and is still in an immature stage. 4D point cloud sequences usually couple 3D geometry and its dynamic motion together, resulting in quite redundant data in a very...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	17	Some existing efforts tackle the challenge through novel 4D backbone designs [8, 30, 7]. However, most of these works treat the point cloud sequence as unstructured 4D data and exploit generic 4D learning methods with...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	21	Figure 1. Frame-aware spatial-temporal convolution. We propose to learn frames for point cloud sequence. Upon obtaining the frames, we could easily align the geometry regardless of the underlying motion toward a more ...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	25	Our solution is based upon the following observation. For a specific region in the scene, we can understand its dynamic motion through establishing geometry-based and temporally-consistent local coordinate frames. Spe...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	27	frame transforms in the same way as the underlying geometry, then we can estimate the local rigid motion via comparing such frames among corresponding regions across timestamps. Such local frames allow us to factorize...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	29	Based upon the above observations, we present a novel 4D learning framework named LeaF. LeaF contains a frame learning module and a frame-guided 4D learning module. The frame learning module aims at producing geometry...
BIBLIOTHEQUE/03_COMP-REAS/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding/LeaF- Learning Frames for 4D Point Cloud Sequence Understanding.md	61	To stabilize the frame learning processing so that the FrameNet could learn temporally consistent region frames at different scales, we design a frame stabilization strategy. Given an input point cloud, we first apply...
