year,title,url
2022,A-OKVQA: A Benchmark for VQA Using World Knowledge,https://arxiv.org/abs/2206.01718
2023,AGIEval: A Human-Centric Benchmark for Evaluating Foundation Models,https://arxiv.org/pdf/2304.06364
2020,AI Feynman,https://www.science.org/doi/10.1126/sciadv.aay2631
2021,ALBEF: Align Before Fuse,"https://arxiv.org/pdf/2107.07651.pdf ""ALBEF (2021) — arXiv"""
Year unknown,ARC,MISSING
2025,ARC Is a Vision Problem! (Vision ARC / VARC),https://arxiv.org/abs/2511.14761
2025,ARC Is a Vision Problem! + test-time training theme (indexed by ARC Prize 2025),https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ARC Prize 2024: Technical Report,https://arxiv.org/abs/2412.04604
2024,ARC Prize 2024: Technical Report,MISSING
2025,ARC-AGI Without Pretraining (CompressARC),https://iliao2345.github.io/blog_posts/arc_agi_without_pretraining/ARC_AGI_Without_Pretraining.pdf
2025,ARC-AGI Without Pretraining (CompressARC),https://arcprize.org/blog/arc-prize-2025-results-analysis
2025,ARC-AGI is a Vision Problem!,https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ARC-Heavy / ARC-Potpourri (dataset description embedded in Cornell report),"https://www.cs.cornell.edu/~ellisk/documents/arc_induction_vs_transduction.pdf ""ARC-Heavy / ARC-Potpourri (2024) — Cornell"""
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arxiv.org/html/2505.08778v1
2025,ARC-NCA: Towards Developmental Solutions to the Abstraction and Reasoning Corpus,https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,ASGFormer: Point cloud semantic segmentation with adaptive spatial graph transformer,https://www.sciencedirect.com/science/article/pii/S156984322400459X
2021,AST: Audio Spectrogram Transformer,https://arxiv.org/abs/2104.01778
2018,Accelerating Search-Based Program Synthesis using Learned Probabilistic Models (Euphony),https://www.cis.upenn.edu/~alur/PLDI18.pdf
1999,Actor-Critic Algorithms,https://papers.nips.cc/paper/1786-actor-critic-algorithms
2014,Adam: A Method for Stochastic Optimization,https://arxiv.org/abs/1412.6980
2014,Adam: A Method for Stochastic Optimization,https://arxiv.org/pdf/1412.6980
2019,Adaptive Attention Span in Transformers,https://arxiv.org/abs/1905.07799
2016,Adaptive Computation Time,"https://arxiv.org/pdf/1603.08983.pdf ""Adaptive Computation Time (2016) — arXiv"""
2016,Adaptive Computation Time (ACT),https://arxiv.org/abs/1603.08983
2016,Adaptive Computation Time (ACT),https://arxiv.org/abs/1603.08983
2025,Adaptive Patch Selection for ViTs via Reinforcement Learning,"https://doi.org/10.1007/s10489-025-06516-z ""Adaptive Patch Selection for ViTs via RL (2025) — Springer"""
2025,Adaptive Thinking Using Dynamic Computation,https://proceedings.iclr.cc/paper_files/paper/2025/file/955499a8e2860ed746717c1374224c43-Paper-Conference.pdf
1976,"Adaptive pattern classification and universal recoding: II. Feedback, expectation, olfaction, illusions",https://pubmed.ncbi.nlm.nih.gov/963125/
2024,Advancing Process Verification for LLM Reasoning,https://aclanthology.org/2024.emnlp-main.125.pdf
2020,Agent57: Outperforming the Atari Human Benchmark,https://proceedings.mlr.press/v119/badia20a.html
1970,Algoritmin kumulatiivinen pyoristysvirhe yksittaisten pyoristysvirheiden Taylor-kehitelmana (The representation of the cumulative rounding error ...),https://www.idsia.ch/~juergen/linnainmaa1970thesis.pdf
1913,"An Example of Statistical Investigation of the Text ""Eugene Onegin"" Concerning the Connection of Samples in Chains",https://nessie.ilab.sztaki.hu/~kornai/2021/KalmanCL/markov_1913.pdf
2020,An Image Is Worth 16x16 Words (ViT),https://arxiv.org/abs/2010.11929
2020,An Image Is Worth 16x16 Words (ViT),https://arxiv.org/abs/2010.11929
2020,An Image is Worth 16×16 Words: Vision Transformer (ViT),"https://arxiv.org/pdf/2010.11929.pdf ""Vision Transformer (ViT) (2020) — arXiv"""
2001,An Integrative Theory of Prefrontal Cortex Function,https://pubmed.ncbi.nlm.nih.gov/11283309/
2019,Analysing Mathematical Reasoning Abilities of Neural Models,https://arxiv.org/abs/1904.01557
2019,Analysing Mathematical Reasoning Abilities of Neural Models,https://arxiv.org/pdf/1904.01557
2002,Approximately Optimal Approximate Reinforcement Learning,https://people.eecs.berkeley.edu/~pabbeel/cs287-fa09/readings/KakadeLangford-icml2002.pdf
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://ar5iv.org/abs/2509.04439
2025,ArcMemo: Abstract Reasoning Composition with Lifelong LLM Memory,https://arcprize.org/blog/arc-prize-2025-results-analysis
2025,Arithmetic-Bench: Evaluating Multi-Step Reasoning in LLMs through Basic Arithmetic Operations,https://openreview.net/forum?id=ae6bKeffGZ
2016,Asynchronous Methods for Deep Reinforcement Learning (A3C),https://arxiv.org/abs/1602.01783
2017,Attention Is All You Need,https://arxiv.org/abs/1706.03762
2017,Attention Is All You Need,https://arxiv.org/pdf/1706.03762
2017,Attention Is All You Need,https://papers.neurips.cc/paper/7181-attention-is-all-you-need.pdf
2017,Attention Is All You Need,https://arxiv.org/pdf/1706.03762
2017,Attention Is All You Need,https://arxiv.org/pdf/1706.03762
2017,Attention Is All You Need,https://arxiv.org/pdf/1706.03762
2017,Attention Is All You Need,"https://arxiv.org/pdf/1706.03762.pdf ""Attention Is All You Need (2017) — arXiv"""
2014,Auto-Encoding Variational Bayes (VAE),MISSING
2011,Automating String Processing in Spreadsheets Using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/popl11-synthesis.pdf
2011,Automating String Processing in Spreadsheets using Input-Output Examples (FlashFill),https://www.microsoft.com/en-us/research/wp-content/uploads/2016/12/synasc12.pdf
2025,"Autoregressive Modeling as Iterative Latent Equilibrium (Equilibrium Transformers, EqT)",https://arxiv.org/html/2511.21882v1
2023,Average-Hard Attention Transformers Are Threshold Circuits,"https://arxiv.org/pdf/2308.03212.pdf ""Average-Hard Attention as Threshold Circuits (2023) — arXiv"""
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,MISSING
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,https://arxiv.org/pdf/1810.04805
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,https://arxiv.org/pdf/1810.04805
2018,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"https://arxiv.org/pdf/1810.04805.pdf ""BERT (2018) — arXiv"""
2022,BEVFormer: Learning Bird's-Eye-View Representation from Multi-Camera Images via Spatiotemporal Transformers,https://arxiv.org/abs/2203.17270
2022,BEiT: BERT Pre-Training of Image Transformers,https://arxiv.org/abs/2106.08254
2021,BEiT: BERT Pre-Training of Image Transformers,"https://arxiv.org/pdf/2106.08254.pdf ""BEiT (2021) — arXiv"""
2021,BEiT: BERT Pre-Training of Image Transformers,"https://arxiv.org/pdf/2106.08254.pdf ""BEiT (2021) — arXiv"""
2025,BIG-Bench Extra Hard (BBEH),https://aclanthology.org/2025.acl-long.1285/
2022,BIG-Bench Hard (BBH): Challenging BIG-Bench Tasks and Whether Chain-of-Thought Can Solve Them,https://arxiv.org/abs/2210.09261
2023,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Models,"https://arxiv.org/pdf/2301.12597.pdf ""BLIP-2 (2023) — arXiv"""
2022,BLIP: Bootstrapping Language-Image Pre-training,"https://arxiv.org/pdf/2201.12086.pdf ""BLIP (2022) — arXiv"""
2025,BWFormer: Building Wireframe Reconstruction from Airborne LiDAR Point Cloud with Transformer,https://cvpr.thecvf.com/virtual/2025/poster/32868
2024,Base of RoPE Bounds Context Length,"https://arxiv.org/pdf/2405.14591.pdf ""Base of RoPE Bounds Context Length (2024) — arXiv"""
2015,Batch Normalization,https://arxiv.org/abs/1502.03167
2024,Beyond A*: Planning with Transformers,"https://arxiv.org/pdf/2402.14083.pdf ""Beyond A*: Planning with Transformers (2024) — arXiv"""
2025,Beyond Brute Force: A Neuro-Symbolic Architecture for Compositional Reasoning in ARC-AGI-2,https://arcprize.org/blog/arc-prize-2025-results-analysis
2024,Beyond Position: The Emergence of Wavelet-like Properties in Transformers,"https://arxiv.org/pdf/2410.18067.pdf ""Wavelet-like Properties in Transformers (2024) — arXiv"""
2022,Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models (BIG-bench),https://arxiv.org/abs/2206.04615
2016,BlinkFill: Semi-supervised Programming By Example for Syntactic String Transformations,https://www.vldb.org/pvldb/vol9/p816-singh.pdf
2016,BlinkFill: Semi-supervised Programming By Example for Syntactic String Transformations,https://www.vldb.org/pvldb/vol9/p816-singh.pdf
2025,Boosting Performance on ARC via Perspective / Augmentations,https://proceedings.mlr.press/v267/franzen25a.html
1972,Broadcast Channels,https://isl.stanford.edu/~cover/papers/transIT/0002cove.pdf
2025,CABLE: Context-aware Biases for Length Extrapolation,https://aclanthology.org/2025.emnlp-main.1545.pdf
2019,CAIL2019-SCM: A Dataset of Similar Case Matching in Legal Domain,https://arxiv.org/pdf/1911.08962
2017,CLEVR: A Diagnostic Dataset for Compositional Language and Elementary Visual Reasoning,https://openaccess.thecvf.com/content_cvpr_2017/papers/Johnson_CLEVR_A_Diagnostic_CVPR_2017_paper.pdf
2019,CLUTRR: A Diagnostic Benchmark for Inductive Reasoning from Text,https://aclanthology.org/D19-1458.pdf
2021,CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows,"https://arxiv.org/pdf/2107.00652.pdf ""CSWin Transformer (2021) — arXiv"""
2021,CSWin Transformer: A General Vision Transformer Backbone with Cross-Shaped Windows,"https://arxiv.org/pdf/2107.00652.pdf ""CSWin Transformer (2021) — arXiv"""
2025,CamPoint: Boosting Point Cloud Segmentation with Virtual Camera,https://cvpr.thecvf.com/virtual/2025/poster/34611
1935,Can Quantum-Mechanical Description of Physical Reality Be Considered Complete?,https://link.aps.org/doi/10.1103/PhysRev.47.777
2012,Canonical Microcircuits for Predictive Coding,"https://pubmed.ncbi.nlm.nih.gov/23238495/ ""Canonical Microcircuits for Predictive Coding (2012) — PubMed"""
1990,Cellular and circuit basis of working memory in prefrontal cortex of nonhuman primates,https://pubmed.ncbi.nlm.nih.gov/2094903/
1995,Cellular basis of working memory,https://pubmed.ncbi.nlm.nih.gov/7695894/
1924,Certain Factors Affecting Telegraph Speed,https://monoskop.org/images/9/9f/Nyquist_Harry_1924_Certain_Factors_Affecting_Telegraph_Speed.pdf
2022,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,https://arxiv.org/abs/2203.10244
2025,ChartQAPro: A More Diverse and Challenging Benchmark for Real-World Chart QA,https://arxiv.org/html/2504.05506v1
2024,Chatbot Arena: An Open Platform for Evaluating LLMs by Human Preference,https://arxiv.org/pdf/2403.04132
2025,Circle-RoPE: Cone-like Decoupled Rotary Positional Embedding for Large Vision-Language Models,"https://arxiv.org/pdf/2505.16416.pdf ""Circle-RoPE (2025) — arXiv"""
2021,CoAtNet: Marrying Convolution and Attention,https://proceedings.neurips.cc/paper/2021/hash/20568692db622456cc42a2e853ca21f8-Abstract.html
2021,CoAtNet: Marrying Convolution and Attention for All Data Sizes,"https://arxiv.org/pdf/2106.04803.pdf ""CoAtNet (2021) — arXiv"""
2021,CoAtNet: Marrying Convolution and Attention for All Data Sizes,"https://arxiv.org/pdf/2106.04803.pdf ""CoAtNet (2021) — arXiv"""
2022,CoCa: Contrastive Captioners,"https://arxiv.org/pdf/2205.01917.pdf ""CoCa (2022) — arXiv"""
2025,CoPE: A Lightweight Complex Positional Encoding,https://arxiv.org/abs/2508.18308
1948,Cognitive Maps in Rats and Men,https://pubmed.ncbi.nlm.nih.gov/18870876/
2025,ComRoPE: Scalable and Robust Rotary Position Embedding Parameterized by Trainable Commuting Angle Matrices,https://arxiv.org/abs/2506.03737
2025,ComRoPE: Scalable and Robust Rotary Position Embedding Parameterized by Trainable Commuting Angle Matrices,"https://arxiv.org/pdf/2506.03737.pdf ""ComRoPE (2025) — arXiv"""
2017,Combining Improvements in Deep Reinforcement Learning (Rainbow),https://arxiv.org/abs/1710.02298
2024,Combining Induction and Transduction for Abstract Reasoning,https://arxiv.org/abs/2411.02272
2024,Combining Induction and Transduction for Abstract Reasoning,https://arcprize.org/competitions/2024/
2024,Combining Induction and Transduction for Abstract Reasoning,"https://arxiv.org/pdf/2411.02272.pdf ""Combining Induction and Transduction (2024) — arXiv"""
2019,CommonsenseQA: A Question Answering Challenge Targeting Commonsense Knowledge,https://aclanthology.org/N19-1421/
2010,Component-based Synthesis Applied to Bitvector Programs,https://www.microsoft.com/en-us/research/wp-content/uploads/2010/02/bv.pdf
2021,ConViT: Improving Vision Transformers with Soft Convolutional Inductive Biases,"https://arxiv.org/pdf/2103.10697.pdf ""ConViT (2021) — arXiv"""
2023,ConceptARC,"https://arxiv.org/pdf/2305.07141.pdf ""ConceptARC (2023) — arXiv"""
2018,"Conceptual Captions: A Cleaned, Hypernymed, Image Alt-text Dataset","https://arxiv.org/pdf/1803.10137.pdf ""Conceptual Captions (2018) — arXiv"""
2022,Constitutional AI,MISSING
2017,Constructing Datasets for Multi-hop Reading Comprehension (WikiHop / MedHop; QAngaroo),https://arxiv.org/abs/1710.06481
2025,Context-aware Biases for Length Extrapolation (CABLE),https://aclanthology.org/2025.emnlp-main.1545.pdf
2025,Context-aware Rotary Position Embedding (CARoPE),"https://arxiv.org/pdf/2507.23083.pdf ""CARoPE (2025) — arXiv"""
2015,Continuous Control with Deep Reinforcement Learning (DDPG),https://arxiv.org/abs/1509.02971
2017,Convolutional Sequence to Sequence Learning,https://arxiv.org/pdf/1705.03122
2007,Core Knowledge,"https://www.harvardlds.org/wp-content/uploads/2017/01/SpelkeKinzler07-1.pdf ""Core Knowledge (2007) — Harvard LDS"""
2021,CrossViT: Cross-Attention Multi-Scale Vision Transformer for Image Classification,"https://arxiv.org/pdf/2103.14899.pdf ""CrossViT (2021) — arXiv"""
2021,CrossViT: Cross-Attention Multi-Scale Vision Transformer for Image Classification,"https://arxiv.org/pdf/2103.14899.pdf ""CrossViT (2021) — arXiv"""
2021,CvT: Introducing Convolutions to Vision Transformers,https://arxiv.org/abs/2103.15808
2021,CvT: Introducing Convolutions to Vision Transformers,"https://arxiv.org/pdf/2103.15808.pdf ""CvT (2021) — arXiv"""
2021,CvT: Introducing Convolutions to Vision Transformers,"https://arxiv.org/pdf/2103.15808.pdf ""CvT (2021) — arXiv"""
2024,DAPE: Data-Adaptive Positional Encoding for Length Extrapolation,"https://proceedings.neurips.cc/paper_files/paper/2024/file/2f050fa9f0d898e3f265d515f50ae8f9-Paper-Conference.pdf ""DAPE (2024) — NeurIPS Proceedings"""
2025,DCT: Dynamic Clustering Transformer for LiDAR-Based 3D,https://www.sciencedirect.com/science/article/abs/pii/S0031320325011069
2021,DETR3D: 3D Object Detection from Multi-view Images via 3D-to-2D Queries,https://arxiv.org/abs/2110.06922
2019,DROP: A Reading Comprehension Benchmark Requiring Discrete Reasoning Over Paragraphs,https://arxiv.org/abs/1903.00161
2019,DROP: Discrete Reasoning Over Paragraphs,https://aclanthology.org/N19-1246/
2025,DT-NVS: Diffusion Transformers for Novel View Synthesis,https://arxiv.org/html/2511.08823v1
2017,Dataset for Learning Karel Programs (MSR Karel Dataset),https://msr-redmond.github.io/karel-dataset/
2020,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,https://arxiv.org/abs/2006.03654
2020,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,https://arxiv.org/pdf/2006.03654
2024,DeLiVoTr: Deep and Light-weight Voxel Transformer for 3D Object Detection,https://www.sciencedirect.com/science/article/pii/S2667305324000371
2025,"Decoupling the ""What"" and ""Where"" With Polar Coordinate Positional Embeddings (PoPE)",https://arxiv.org/abs/2509.10534
2025,"Decoupling the ""What"" and ""Where"" With Polar Coordinate Positional Embeddings (PoPE)","https://arxiv.org/pdf/2509.10534.pdf ""PoPE (2025) — arXiv"""
2019,Deep Equilibrium Models,"https://arxiv.org/pdf/1909.01377.pdf ""Deep Equilibrium Models (2019) — arXiv"""
2019,Deep Equilibrium Models (DEQ),https://arxiv.org/abs/1909.01377
2019,Deep Equilibrium Models (DEQ),https://implicit-layers-tutorial.org/deep_equilibrium_models/
2019,Deep Equilibrium Models (DEQ),https://arxiv.org/abs/1909.01377
2016,Deep Reinforcement Learning with Double Q-learning (Double DQN),https://arxiv.org/abs/1509.06461
2015,Deep Residual Learning (ResNet),https://arxiv.org/abs/1512.03385
Year unknown,DeepCoder DSL tasks,https://openreview.net/pdf?id=ByldLrqlx
2016,DeepCoder: Learning to Write Programs,https://arxiv.org/abs/1611.01989
2016,DeepCoder: Learning to Write Programs,https://openreview.net/pdf?id=ByldLrqlx
2018,DeepProbLog: Neural Probabilistic Logic Programming,https://arxiv.org/abs/1805.10872
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2025,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://arxiv.org/abs/2501.12948
2021,Deformable DETR,https://arxiv.org/abs/2010.04159
2020,Deformable DETR: Deformable Transformers for End-to-End Object Detection,"https://arxiv.org/pdf/2010.04159.pdf ""Deformable DETR (2020) — arXiv"""
2020,Deformable DETR: Deformable Transformers for End-to-End Object Detection,"https://arxiv.org/pdf/2010.04159.pdf ""Deformable DETR (2020) — arXiv"""
2021,DeiT: Data-efficient Image Transformers,https://proceedings.mlr.press/v139/touvron21a.html
2020,Depth-Adaptive Transformers,https://jiataogu.me/papers/elbayad2020depth.pdf
2020,Depth-adaptive / early-exit Transformers (dynamic depth),MISSING
1963,Deterministic Nonperiodic Flow,https://journals.ametsoc.org/view/journals/atsc/20/2/1520-0469_1963_020_0130_dnf_2_0_co_2.xml
2014,Deterministic Policy Gradient Algorithms,https://proceedings.mlr.press/v32/silver14.html
2024,DiffSAT: Differential MaxSAT Layer for SAT Solving,https://www.cse.cuhk.edu.hk/~byu/papers/C237-ICCAD2024-DiffSAT.pdf
2019,Differentiable Convex Optimization Layers,https://arxiv.org/abs/1910.12430
2019,Differentiable Convex Optimization Layers,https://openreview.net/forum?id=1EuxRTe0WN
2019,Differentiable Convex Optimization Layers (CVXPYLayers / DPP),https://arxiv.org/abs/1910.12430
2016,Differentiable Neural Computer (DNC),https://www.nature.com/articles/nature20101
2016,Differentiable Neural Computer (DNC),MISSING
2023,DiffusionDet: Diffusion Model for Object Detection,https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_DiffusionDet_Diffusion_Model_for_Object_Detection_ICCV_2023_paper.pdf
2023,Direct Preference Optimization (DPO),https://arxiv.org/abs/2305.18290
2018,Distributed Prioritized Experience Replay (Ape-X),https://arxiv.org/abs/1803.00933
2021,Do Transformer Modifications Transfer Across Implementations and Applications?,https://arxiv.org/pdf/2102.11972
2021,Do Transformer Modifications Transfer Across Implementations and Applications?,https://arxiv.org/pdf/2102.11972
2025,DoPE: Denoising Rotary Position Embedding,"https://arxiv.org/pdf/2511.09146.pdf ""DoPE (2025) — arXiv"""
2020,DocVQA: A Dataset for VQA on Document Images,https://arxiv.org/abs/2007.00398
2025,Don't throw the baby out with the bathwater: How and why deep learning for ARC,https://arcprize.org/blog/arc-prize-2025-results-analysis
2019,Dream to Control: Learning Behaviors by Latent Imagination (Dreamer),https://openreview.net/forum?id=S1lOTC4tDS
2020,DreamCoder,https://courses.cs.washington.edu/courses/cse599j1/22sp/papers/dreamcoder.pdf
2024,DriveWorld: 4D Pre-trained Scene Understanding via World Models for Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2024/papers/Min_DriveWorld_4D_Pre-trained_Scene_Understanding_via_World_Models_for_Autonomous_CVPR_2024_paper.pdf
2024,DriveWorld: 4D Pre-trained Scene Understanding via World Models for Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2024/papers/Min_DriveWorld_4D_Pre-trained_Scene_Understanding_via_World_Models_for_Autonomous_CVPR_2024_paper.pdf
2014,Dropout: A Simple Way to Prevent Neural Networks from Overfitting,https://www.jmlr.org/papers/volume15/srivastava14a/srivastava14a.pdf
1991,"Dyna, an Integrated Architecture for Learning, Planning, and Reacting",https://dl.acm.org/doi/abs/10.1145/122344.122377
1957,Dynamic Programming,https://gwern.net/doc/statistics/decision/1957-bellman-dynamicprogramming.pdf
2005,Dynamic dopamine modulation in the basal ganglia,https://pubmed.ncbi.nlm.nih.gov/15701239/
2025,DynamicCity,https://arxiv.org/html/2410.18084v3
2025,EVA02-AT: Egocentric Video-Language with Spatial-Temporal RoPE,"https://arxiv.org/pdf/2506.14356.pdf ""EVA02-AT (2025) — arXiv"""
1908,"Early gradient/variation method note often attributed to Hadamard's ""methode"" discussions",https://people.idsia.ch/~juergen/who-invented-backpropagation-2014.html
2013,Efficient Estimation of Word Representations in Vector Space,https://arxiv.org/pdf/1301.3781
2025,Efficient Evolutionary Program Synthesis,https://arcprize.org/blog/arc-prize-2025-results-analysis
2021,Efficient Large-Scale Language Model Training on GPU Clusters,https://arxiv.org/pdf/2104.04473
2021,Efficient Large-Scale Language Model Training on GPU Clusters Using Megatron-LM,https://arxiv.org/pdf/2104.04473
2025,Efficiently Allocating Test-Time Compute for LLM Agents,https://arxiv.org/html/2509.03581v1
2019,Encoding Word Order in Complex Embeddings,https://arxiv.org/pdf/1912.12333
2015,End-To-End Memory Networks (MemN2N),https://arxiv.org/abs/1503.08895
2017,End-to-End Differentiable Proving,https://arxiv.org/abs/1705.11040
2017,End-to-End Differentiable Proving,https://arxiv.org/abs/1705.11040
2015,End-to-End Memory Networks (MemN2N),MISSING
2020,End-to-End Object Detection with Transformers (DETR),https://arxiv.org/abs/2005.12872
2020,End-to-End Object Detection with Transformers (DETR),https://arxiv.org/abs/2005.12872
2020,End-to-End Object Detection with Transformers (DETR),"https://arxiv.org/pdf/2005.12872.pdf ""DETR (2020) — arXiv"""
2024,Enhanced Enumeration Techniques for Syntax-Guided Synthesis,https://dl.acm.org/doi/10.1145/3632913
2024,Enhanced Scene Understanding on 4D Point Cloud,https://ojs.aaai.org/index.php/AAAI/article/view/28045
2025,Enhancing Modern SAT Solver With Machine Learning,https://dl.acm.org/doi/full/10.1145/3716368.3735251
2021,EntailmentBank: Explaining Answers with Entailment Trees,https://aclanthology.org/2021.emnlp-main.585.pdf
2021,Evaluating Large Language Models Trained on Code (HumanEval),https://arxiv.org/abs/2107.03374
2024,Evolutionary Test-Time Compute (write-up),"https://jeremyberman.substack.com/p/how-i-got-a-record-536-on-arc-agi ""Evolutionary Test-Time Compute (2024) — Substack"""
1972,Excitatory and Inhibitory Interactions in Localized Populations of Model Neurons,https://pubmed.ncbi.nlm.nih.gov/4332108/
2024,Exploring Context Window of LLMs,https://proceedings.neurips.cc/paper_files/paper/2024/file/1403ab1a427050538ec59c7f570aec8b-Paper-Conference.pdf
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer,https://arxiv.org/pdf/1910.10683
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5),https://arxiv.org/pdf/1910.10683
2019,Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer (T5),https://arxiv.org/pdf/1910.10683
2025,Exploring the combination of search and learn for the ARC25 challenge,https://arcprize.org/blog/arc-prize-2025-results-analysis
2023,Extending Context Window of Large Language Models via Positional Interpolation (PI),https://arxiv.org/abs/2306.15595
2022,FOLIO: Natural Language Reasoning with First-Order Logic,https://arxiv.org/abs/2209.00840
2000,Feedforward and Recurrent Processing in Vision,"https://pubmed.ncbi.nlm.nih.gov/10925037/ ""Feedforward and Recurrent Processing in Vision (2000) — PubMed"""
2024,Fixed Point Diffusion Models,"https://openaccess.thecvf.com/content/CVPR2024/papers/Bai_Fixed_Point_Diffusion_Models_CVPR_2024_paper.pdf ""Fixed Point Diffusion Models (2024) — CVF / CVPR"""
2024,Fixed Point Diffusion Models (FPDM),https://arxiv.org/html/2401.08741v1
2022,Flamingo: a Visual Language Model for Few-Shot Learning,https://arxiv.org/abs/2204.14198
2022,Flamingo: a Visual Language Model for Few-Shot Learning,"https://arxiv.org/pdf/2204.14198.pdf ""Flamingo (2022) — arXiv"""
2024,FlashAttention-2 / efficient attention kernels,MISSING
2025,From Parrots to Von Neumanns: How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,https://arcprize.org/blog/arc-prize-2025-results-analysis
2023,GAIA: a benchmark for General AI Assistants,https://arxiv.org/abs/2311.12983
2018,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,https://arxiv.org/abs/1804.07461
2023,GPQA: A Graduate-Level Google-Proof Q&A Benchmark,https://arxiv.org/abs/2311.12022
2023,GPT-4 Technical Report,"https://arxiv.org/pdf/2303.08774.pdf ""GPT-4 Technical Report (2023) — arXiv"""
2019,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,https://arxiv.org/abs/1902.09506
