year,title,url
2021,CoAtNet: Marrying Convolution and Attention,https://proceedings.neurips.cc/paper/2021/hash/20568692db622456cc42a2e853ca21f8-Paper.pdf
1948,Cognitive maps in rats and men (Tolman48),https://personal.utdallas.edu/~tres/spatial/tolman.pdf
2024,Combining Induction and Transduction for Abstract Reasoning,https://www.cs.cornell.edu/~ellisk/documents/arc_induction_vs_transduction.pdf
2019,CommonsenseQA: A Question Answering Challenge Targeting Commonsense Knowledge,https://aclanthology.org/N19-1421.pdf
2010,Component-based Synthesis Applied to Bitvector Programs,https://www.microsoft.com/en-us/research/wp-content/uploads/2010/02/bv.pdf
2022,Constitutional AI: Harmlessness from AI Feedback,https://www-cdn.anthropic.com/7512771452629584566b6303311496c262da1006/Anthropic_ConstitutionalAI_v2.pdf
2021,Contemporary Symbolic Regression Methods and their Relative Performance (SRBench),https://arxiv.org/pdf/2107.14351.pdf
2025,Context-aware Biases for Length Extrapolation (CABLE),https://aclanthology.org/2025.emnlp-main.1545.pdf
2007,Core Knowledge,https://www.harvardlds.org/wp-content/uploads/2017/01/SpelkeKinzler07-1.pdf
2024,DAPE: Data-Adaptive Positional Encoding for Length Extrapolation,https://proceedings.neurips.cc/paper_files/paper/2024/file/2f050fa9f0d898e3f265d515f50ae8f9-Paper-Conference.pdf
2020,DeeBERT: Dynamic Early Exiting for Accelerating BERT Inference,https://arxiv.org/pdf/2004.12993.pdf
2019,Deep Equilibrium Models (DEQ),https://implicit-layers-tutorial.org/deep_equilibrium_models/
2015,Deep Residual Learning for Image Recognition,/home/jake/Developer/timeline/BIBLIOTHEQUE/10_Deep_Residual_Learning_for_Image_Recognition.pdf
2015,Deep Speech 2: End-to-End Speech Recognition in English and Mandarin,/home/jake/Developer/timeline/BIBLIOTHEQUE/16_Deep_Speech_2_End_to_End_Speech_Recognition_in_English_and_Mandarin.pdf
2017,DeepCoder: Learning to Write Programs,https://openreview.net/pdf?id=ByldLrqlx
2021,DeiT: Data-efficient Image Transformers,https://proceedings.mlr.press/v139/touvron21a/touvron21a.pdf
2024,DeLiVoTr: Deep and Light-weight Voxel Transformer for 3D Object Detection,https://www.sciencedirect.com/science/article/pii/S2667305324000371/pdf
2020,Dense Passage Retrieval for Open-Domain Question Answering,/home/jake/Developer/timeline/BIBLIOTHEQUE/28_Dense_Passage_Retrieval_for_Open_Domain_Question_Answering.pdf
2020,Depth-Adaptive Transformers,https://jiataogu.me/papers/elbayad2020depth.pdf
1963,Deterministic Nonperiodic Flow,https://journals.ametsoc.org/downloadpdf/journals/atsc/20/2/1520-0469_1963_020_0130_dnf_2_0_co_2.xml
2014,Deterministic Policy Gradient Algorithms,https://proceedings.mlr.press/v32/silver14.pdf
2019,Differentiable Convex Optimization Layers,https://openreview.net/pdf?id=1EuxRTe0WN
2016,Differentiable Neural Computer (DNC),https://www.nature.com/articles/nature20101.pdf
2024,DiffSAT: Differential MaxSAT Layer for SAT Solving,https://www.cse.cuhk.edu.hk/~byu/papers/C237-ICCAD2024-DiffSAT.pdf
2023,DiffusionDet: Diffusion Model for Object Detection,https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_DiffusionDet_Diffusion_Model_for_Object_Detection_ICCV_2023_paper.pdf
2013,Distributed Representations of Words and Phrases and their Compositionality,https://arxiv.org/pdf/1310.4546.pdf
2025,Don't throw the baby out with the bathwater: How and why deep learning for ARC,https://arxiv.org/pdf/2506.14276.pdf
2019,Dream to Control: Learning Behaviors by Latent Imagination (Dreamer),https://openreview.net/pdf?id=S1lOTC4tDS
2020,DreamCoder,https://courses.cs.washington.edu/courses/cse599j1/22sp/papers/dreamcoder.pdf
2024,DriveWorld: 4D Pre-trained Scene Understanding via World Models for Autonomous Driving,https://openaccess.thecvf.com/content/CVPR2024/papers/Min_DriveWorld_4D_Pre-trained_Scene_Understanding_via_World_Models_for_Autonomous_CVPR_2024_paper.pdf
2019,DROP: Discrete Reasoning Over Paragraphs,https://aclanthology.org/N19-1246.pdf
2014,Dropout: A Simple Way to Prevent Neural Networks from Overfitting,https://www.jmlr.org/papers/volume15/srivastava14a/srivastava14a.pdf
2025,DT-NVS: Diffusion Transformers for Novel View Synthesis,https://arxiv.org/pdf/2511.08823.pdf
1991,"Dyna, an Integrated Architecture for Learning, Planning, and Reacting",https://sci-hub.ru/10.1145/122344.122377
2005,Dynamic dopamine modulation in the basal ganglia: a neurocomputational account of cognitive deficits in medicated and nonmedicated Parkinsonism (Frank05),https://ski.clps.brown.edu/papers/Frank_JOCN.pdf
1957,Dynamic Programming,https://gwern.net/doc/statistics/decision/1957-bellman-dynamicprogramming.pdf
2025,DynamicCity: Large-Scale 4D Occupancy Generation from Dynamic Scenes,https://arxiv.org/pdf/2410.18084.pdf
2013,Efficient Estimation of Word Representations in Vector Space (word2vec),https://arxiv.org/pdf/1301.3781.pdf
2025,Efficiently Allocating Test-Time Compute for LLM Agents,https://arxiv.org/pdf/2509.03581.pdf
2017,End-to-End Differentiable Proving (NTP),https://arxiv.org/pdf/1705.11040.pdf
2015,End-To-End Memory Networks (MemN2N),https://arxiv.org/pdf/1503.08895.pdf
2024,Enhanced Enumeration Techniques for Syntax-Guided Synthesis,https://dl.acm.org/doi/10.1145/3632913
2024,Enhanced Scene Understanding on 4D Point Cloud,https://ojs.aaai.org/index.php/AAAI/article/view/28045/28100
2025,Enhancing Modern SAT Solver With Machine Learning,https://dl.acm.org/doi/pdf/10.1145/3716368.3735251
2021,EntailmentBank: Explaining Answers with Entailment Trees,https://aclanthology.org/2021.emnlp-main.585.pdf
1972,Excitatory and inhibitory interactions in localized populations of model neurons (WilsonCowan72),https://case.edu/artsci/math/thomas/b378s08/WilsonCowan1972BiophysicalJournal.pdf
2024,Exploring Context Window of LLMs,https://proceedings.neurips.cc/paper_files/paper/2024/file/1403ab1a427050538ec59c7f570aec8b-Paper-Conference.pdf
1998,"Feedforward, horizontal, and feedback processing in the visual cortex",https://www.sci-hub.ru/10.1016/s0959-4388(98)80042-1
2024,Fixed Point Diffusion Models (FPDM),https://arxiv.org/pdf/2401.08741.pdf
2023,FlashAttention-2: Faster Attention with Better Parallelism and Work Partitioning,https://tridao.me/publications/flash2/flash2.pdf
2025,From Parrots to Von Neumanns: How Evolutionary Test-Time Compute Achieved SOTA on ARC-AGI,https://raw.githubusercontent.com/jerber/arc-lang-public/main/from_parrots_to_von_neumanns.pdf
2015,"General Program Synthesis Benchmark Suite (PSB / ""PSB1"")",https://www.cs.hamilton.edu/~thelmuth/Pubs/2015-GECCO-benchmark-suite.pdf
2014,Generative Adversarial Nets (GANs),https://arxiv.org/pdf/1406.2661.pdf
2020,Generative Pretraining from Pixels (iGPT),https://cdn.openai.com/papers/Generative_Pretraining_from_Pixels_V2.pdf
2020,Going in circles is the way forward: the role of recurrence in visual inference,https://www.sci-hub.ru/10.1016/j.conb.2020.11.009
2018,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism,/home/jake/Developer/timeline/BIBLIOTHEQUE/25_GPipe_Easy_Scaling_with_Micro_Batch_Pipeline_Parallelism.pdf
2025,Graph Perceiver IO,https://www.sciencedirect.com/science/article/pii/S0031320325005497/pdf
2025,H-ARC (Human-ARC): A Comprehensive Behavioral Dataset for the Abstraction and Reasoning Corpus,https://www.nature.com/articles/s41597-025-05687-1.pdf
2025,HARPE: Head-Adaptive Rotary Position Encoding,https://aclanthology.org/2025.coling-main.326.pdf
2025,Hierarchical Reasoning Model (HRM),https://arxiv.org/pdf/2506.21734.pdf
2014,Hierarchy of Intrinsic Timescales in Cortex,https://www.cns.nyu.edu/wanglab/publications/pdf/murray.nn2014.pdf
2024,HiRoPE: Length Extrapolation for Code Models Using Hierarchical Rotary Position Embedding,https://aclanthology.org/2024.acl-long.735.pdf
2018,"HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering",https://aclanthology.org/D18-1259.pdf
2020,How Can Self-Attention Networks Recognize Dyck-n Languages?,https://aclanthology.org/2020.findings-emnlp.384.pdf
2020,How Much Position Information Do Convolutional Neural Networks Encode?,https://openreview.net/pdf/2267055f8221e283014aba7ef46092ba93ff450f.pdf
2015,Human-level Control through Deep Reinforcement Learning (DQN),https://web.stanford.edu/class/psych209/Readings/MnihEtAlHassibis15NatureControlDeepRL.pdf
2016,Hybrid computing using a neural network with dynamic external memory (DNC),https://web.stanford.edu/class/psych209/Readings/GravesWayne16DNC.pdf
2013,ICFP Programming Competition,https://dspace.mit.edu/bitstream/handle/1721.1/137904/1611.07627.pdf?isAllowed=y&sequence=2
2016,Identity Mappings in Deep Residual Networks,/home/jake/Developer/timeline/BIBLIOTHEQUE/11_Identity_Mappings_in_Deep_Residual_Networks.pdf
2012,ImageNet Classification with Deep Convolutional Neural Networks (AlexNet),https://proceedings.neurips.cc/paper_files/paper/2012/file/c399862d3b9d6b76c8436e924a68c45b-Paper.pdf
2009,ImageNet: A Large-Scale Hierarchical Image Database,https://www.image-net.org/static_files/papers/imagenet_cvpr09.pdf
2024,Implicit Factorized Transformer (IFactFormer),https://www.sciencedirect.com/science/article/pii/S2095034924000382/pdf
2018,Improving Language Understanding by Generative Pre-Training,https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf
1957,Information Theory and Statistical Mechanics,https://bayes.wustl.edu/etj/articles/theory.1.pdf
2022,Jacobian-Free Backpropagation for Implicit Networks (JFB),https://www.math.emory.edu/site/cmds-reuret/projects/2022-implicit/JFB.pdf
2020,Just-in-Time Learning for Bottom-Up Enumerative Synthesis (PROBE),https://cseweb.ucsd.edu/~hpeleg/probe-oopsla20.pdf
1993,Keeping Neural Networks Simple by Minimizing the Description Length of the Weights,/home/jake/Developer/timeline/BIBLIOTHEQUE/6_Keeping_Neural_Networks_Simple_by_Minimizing_the_Description_Length_of_the_Weights.pdf
2017,Kolmogorov Complexity and Algorithmic Randomness,/home/jake/Developer/timeline/BIBLIOTHEQUE/4_Kolmogorov_Complexity_and_Algorithmic_Randomness.pdf
2020,Language Models are Few-Shot Learners (GPT-3),https://arxiv.org/pdf/2005.14165.pdf
2021,Latent Execution for Neural Program Synthesis (LaSynth),https://proceedings.neurips.cc/paper/2021/file/ba3c95c2962d3aab2f6e667932daa3c5-Paper.pdf
2023,LeaF: Learning Frames for 4D Point Cloud Sequence Understanding,https://openaccess.thecvf.com/content/ICCV2023/papers/Liu_LeaF_Learning_Frames_for_4D_Point_Cloud_Sequence_Understanding_ICCV_2023_paper.pdf
2018,Learning Explanatory Rules from Noisy Data / Differentiable ILP (dILP),https://jair.org/index.php/jair/article/view/11172/26376
2025,Learning Modular Exponentiation with Transformers,https://arxiv.org/pdf/2506.23679.pdf
1986,Learning Representations by Back-Propagating Errors,https://www.nature.com/articles/323533a0.pdf
2012,Learning Semantic String Transformations from Examples,https://vldb.org/pvldb/vol5/p740_rishabhsingh_vldb2012.pdf
1988,Learning to Predict by the Methods of Temporal Differences,https://incompleteideas.net/papers/sutton-88-with-erratum.pdf
2015,Learning to Transduce with Unbounded Memory,https://arxiv.org/pdf/1506.02516.pdf
2003,Least-Squares Policy Iteration (LSPI),https://www.jmlr.org/papers/v4/lagoudakis03a.html
2024,Length Extrapolation of Causal Transformers without Position Encoding (NoPE),https://aclanthology.org/2024.findings-acl.834.pdf
2024,Length Extrapolation of Transformers: A Survey from the Perspective of Positional Encoding,https://aclanthology.org/2024.findings-emnlp.582.pdf
2025,Less is More: Recursive Reasoning with Tiny Networks (TRM),https://arxiv.org/pdf/2510.04871.pdf
2023,Let's Verify Step by Step (PRM),https://arxiv.org/pdf/2305.20050.pdf
1908,Leçons sur le calcul des variations,https://archive.org/details/leconssurlecalcu00hadarich
2017,Lie-Access Neural Turing Machines (LANTM),https://openreview.net/pdf?id=Byiy-Pqlx
2022,LIFT: Learning 4D LiDAR Image Fusion Transformer for 3D Object Detection,https://openaccess.thecvf.com/content/CVPR2022/papers/Zeng_LIFT_Learning_4D_LiDAR_Image_Fusion_Transformer_for_3D_Object_CVPR_2022_paper.pdf
2018,ListOps: A Diagnostic Dataset for Latent Tree Learning,https://aclanthology.org/N18-4013.pdf
2024,LLFormer4D: LiDAR-based lane detection method,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/cvi2.12338?download=true
2023,LogiQA 2.0 - An Improved Dataset for Logical Reasoning in NLU,https://frcchang.github.io/pub/An%20Improved%20Dataset%20for%20Logical%20Reasoning%20in%20Natural%20Language%20Understanding.pdf
2020,LogiQA: A Challenge Dataset for Machine Reading Comprehension with Logical Reasoning,https://www.ijcai.org/proceedings/2020/0501.pdf
1997,Long Short-Term Memory (LSTM),https://www.bioinf.jku.at/publications/older/2604.pdf
2023,Lost in the Middle: How Language Models Use Long Contexts,/home/jake/Developer/timeline/BIBLIOTHEQUE/31_Lost_in_the_Middle_How_Language_Models_Use_Long_Contexts.pdf
2024,LTD-Bench: Evaluating Large Language Models by Letting Them Draw,https://openreview.net/pdf?id=TG5rvKyEbu
2025,LVSM: A Large View Synthesis Model with Minimal 3D Inductive Bias,https://arxiv.org/pdf/2410.17242.pdf
2024,Machine Learning for Modular Multiplication,https://arxiv.org/pdf/2402.19254.pdf
2008,Machine Super Intelligence,/home/jake/Developer/timeline/BIBLIOTHEQUE/2_Machine_Super_Intelligence.pdf
2006,Making Working Memory Work: A Computational Model of Learning in the Prefrontal Cortex and Basal Ganglia (OReillyFrank06),https://ccnlab.org/papers/OReillyFrank06.pdf
2023,Mask4D: End-to-End Mask-Based 4D Panoptic Segmentation for LiDAR Sequences,https://www.ipb.uni-bonn.de/wp-content/papercite-data/pdf/marcuzzi2023ral-meem.pdf
2020,"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model (MuZero)",https://www.nature.com/articles/s41586-020-03051-4.pdf
2025,Mastering diverse control tasks through world models (DreamerV3),https://www.nature.com/articles/s41586-025-08744-2.pdf
2016,Mastering the Game of Go with Deep Neural Networks and Tree Search (AlphaGo),https://sci-hub.ru/10.1038/nature16961
2025,MathClean: A Benchmark for Synthetic Mathematical Data,https://arxiv.org/pdf/2502.19058.pdf
2025,Maximizing the Position Embedding for Vision Transformers (MPVG),https://arxiv.org/pdf/2502.02919.pdf
2019,Megatron-LM: Training Multi-Billion Parameter Language Models Using Model Parallelism,https://arxiv.org/pdf/1909.08053.pdf
2022,Memorizing Transformers,https://arxiv.org/pdf/2203.08913.pdf
2024,Mesa-Extrapolation: A Weave Position Encoding Method for Enhanced Extrapolation in LLMs,https://proceedings.neurips.cc/paper_files/paper/2024/file/9446c291a8744a125a0bda5b18f4d5a1-Paper-Conference.pdf
1847,Methode generale pour la resolution des systemes d'equations simultanees,https://ems.press/content/book-chapter-files/27368?nt=1
2024,"MHaluBench (from ""Unified Hallucination Detection..."")",https://aclanthology.org/2024.acl-long.178.pdf
2005,Microstructure of a spatial map in the entorhinal cortex,https://www.nature.com/articles/nature03721.pdf
2024,Mini-ARC: Solving Abstraction and Reasoning Puzzles with Small Transformer Models,https://www.paulfletcherhill.com/mini-arc.pdf
2025,MMMU-Pro: A More Robust Multi-discipline Multimodal Understanding and Reasoning Benchmark,https://aclanthology.org/2025.acl-long.736.pdf
2024,MT-Bench-101,https://aclanthology.org/2024.acl-long.401.pdf
2021,Muesli: Combining Improvements in Policy Optimization,https://proceedings.mlr.press/v139/hessel21a/hessel21a.pdf
2015,Multi-Scale Context Aggregation by Dilated Convolutions,/home/jake/Developer/timeline/BIBLIOTHEQUE/12_Multi_Scale_Context_Aggregation_by_Dilated_Convolutions.pdf
2024,MVBench: A Comprehensive Multi-modal Video Understanding Benchmark,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_MVBench_A_Comprehensive_Multi-modal_Video_Understanding_Benchmark_CVPR_2024_paper.pdf
2008,Natural Actor-Critic,https://www.sciencedirect.com/science/article/pii/S0925231208000532/pdf
2025,Nested Learning: The Illusion of Deep Learning Architecture,https://openreview.net/pdf?id=nbMeRvNb7A
2005,Neural Fitted Q Iteration (NFQ),https://link.springer.com/content/pdf/10.1007/11564096_32.pdf
2014,Neural Machine Translation by Jointly Learning to Align and Translate,/home/jake/Developer/timeline/BIBLIOTHEQUE/17_Neural_Machine_Translation_by_Jointly_Learning_to_Align_and_Translate.pdf
2017,Neural Message Passing for Quantum Chemistry,/home/jake/Developer/timeline/BIBLIOTHEQUE/23_Neural_Message_Passing_for_Quantum_Chemistry.pdf
2016,Neural Module Networks (NMN),https://openaccess.thecvf.com/content_cvpr_2016/papers/Andreas_Neural_Module_Networks_CVPR_2016_paper.pdf
1982,Neural networks and physical systems with emergent collective computational abilities,https://www.pnas.org/doi/10.1073/pnas.79.8.2554
2017,Neural Program Meta-Induction,https://arxiv.org/pdf/1710.04157.pdf
2015,Neural Programmer-Interpreters (NPI),https://arxiv.org/pdf/1511.06279.pdf
2014,Neural Turing Machines,/home/jake/Developer/timeline/BIBLIOTHEQUE/21_Neural_Turing_Machines.pdf
1983,Neuronlike Adaptive Elements That Can Solve Difficult Learning Control Problems,https://incompleteideas.net/papers/barto-sutton-anderson-83.pdf
1961,New Results in Linear Filtering and Prediction Theory,https://sci-hub.ru/10.1115/1.3658902
2025,NVARC solution to ARC-AGI-2 2025,https://drive.google.com/uc?export=download&id=1vkEluaaJTzaZiJL69TkZovJUkPSDH5Xc
2023,Objaverse-XL: A Universe of 10M+ 3D Objects,https://arxiv.org/pdf/2307.05663.pdf
2024,OccWorld: Learning a 3D Occupancy World Model for Autonomous Driving,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02024.pdf
2019,OK-VQA: A Visual Question Answering Benchmark Requiring External Knowledge,https://openaccess.thecvf.com/content_CVPR_2019/papers/Marino_OK-VQA_A_Visual_Question_Answering_Benchmark_Requiring_External_Knowledge_CVPR_2019_paper.pdf
2025,Olympiad-level formal mathematical reasoning with large language models (AlphaProof),https://www.nature.com/articles/s41586-025-09833-y.pdf
2019,On the Measure of Intelligence (ARC),https://arxiv.org/pdf/1911.01547.pdf
1994,On-line Q-learning Using Connectionist Systems,https://www.researchgate.net/profile/Mahesan-Niranjan/publication/2500611_On-Line_Q-Learning_Using_Connectionist_Systems/links/5438d5db0cf204cab1d6db0f/On-Line-Q-Learning-Using-Connectionist-Systems.pdf
2023,"One-Step Diffusion Distillation via Deep Equilibrium Models (Generative Equilibrium Transformer, GET)",https://papers.neurips.cc/paper_files/paper/2023/file/82f05a105c928c10706213952bf0c8b7-Paper-Conference.pdf
2024,OneFormer3D: One Transformer for Unified Point Cloud Segmentation (OneFormer3D),https://openaccess.thecvf.com/content/CVPR2024/papers/Kolodiazhnyi_OneFormer3D_One_Transformer_for_Unified_Point_Cloud_Segmentation_CVPR_2024_paper.pdf
2024,Open3DIS: Open-Vocabulary 3D Instance Segmentation with 2D Mask Guidance,https://openaccess.thecvf.com/content/CVPR2024/papers/Nguyen_Open3DIS_Open-Vocabulary_3D_Instance_Segmentation_with_2D_Mask_Guidance_CVPR_2024_paper.pdf
2002,Optimal feedback control as a theory of motor coordination,https://roboti.us/lab/papers/TodorovNatNeurosci02.pdf
2004,Optimality principles in sensorimotor control (Todorov04),https://roboti.us/lab/papers/TodorovNatNeurosci04.pdf
2015,Order Matters: Sequence to sequence for sets,/home/jake/Developer/timeline/BIBLIOTHEQUE/19_Order_Matters_Sequence_to_Sequence_for_Sets.pdf
2025,PanSt3R: Multi-view Consistent Panoptic Segmentation,https://openaccess.thecvf.com/content/ICCV2025/papers/Zust_PanSt3R_Multi-view_Consistent_Panoptic_Segmentation_ICCV_2025_paper.pdf
2021,PCT: Point cloud transformer (PCT),https://www.sciopen.com/article_pdf/10.1007/s41095-021-0229-5.pdf
